err,generation,time,N_dims,n_population_ratio,n_population,num_parents_mating_ratio,num_parents_mating,elitism_ratio,n_elitism,seed,passing,counter
0.06278937572381167,184,0.1159975528717041,5,1.0,5,0.1,2,1.0,2,98,"[True, True, True]",204
0.15614384083995728,144,0.0941307544708252,5,1.0,5,0.1,2,1.0,2,12471,"[True, True, True]",164
0.03209111208823007,144,0.09449052810668945,5,1.0,5,0.1,2,1.0,2,41274,"[True, True, True]",164
0.09713901478758084,183,0.11539483070373535,5,1.0,5,0.1,2,1.0,2,5328,"[True, True, True]",203
0.1217436745481287,135,0.0884239673614502,5,1.0,5,0.1,2,1.0,2,1247,"[True, True, True]",155
0.0922802530005572,156,0.1063072681427002,5,1.0,5,0.1,2,1.0,2,125732,"[True, True, True]",176
0.016053828981637507,251,0.16015076637268066,5,1.0,5,0.1,2,1.0,2,31253,"[True, True, True]",271
0.029759805099572226,218,0.13178706169128418,5,1.0,5,0.2,2,0.0,0,42,"[True, True, True]",238
0.09073759202582406,172,0.10679244995117188,5,1.0,5,0.2,2,0.0,0,18,"[True, True, True]",192
0.048180042162271564,211,0.12879157066345215,5,1.0,5,0.2,2,0.0,0,2306406,"[True, True, True]",231
0.14926362732250617,129,0.08392000198364258,5,1.0,5,0.2,2,0.0,0,98,"[True, True, True]",149
0.14951193353231537,119,0.07762432098388672,5,1.0,5,0.2,2,0.0,0,12471,"[True, True, True]",139
0.06097546558568043,170,0.10575985908508301,5,1.0,5,0.2,2,0.0,0,41274,"[True, True, True]",190
0.06670881578843989,192,0.11863160133361816,5,1.0,5,0.2,2,0.0,0,5328,"[True, True, True]",212
0.12735687138993035,144,0.0984659194946289,5,1.0,5,0.2,2,0.0,0,1247,"[True, True, True]",164
0.11638527844569127,198,0.1258068084716797,5,1.0,5,0.2,2,0.0,0,125732,"[True, True, True]",218
0.09177737328542594,140,0.12839508056640625,5,1.0,5,0.2,2,0.0,0,31253,"[True, True, True]",160
0.021670957792476183,166,0.1315603256225586,5,1.0,5,0.2,2,0.5,1,42,"[True, True, True]",186
0.06985502501651518,206,0.17319321632385254,5,1.0,5,0.2,2,0.5,1,18,"[True, True, True]",226
0.06827914067477221,150,0.12725543975830078,5,1.0,5,0.2,2,0.5,1,2306406,"[True, True, True]",170
0.014871114808690663,183,0.14483284950256348,5,1.0,5,0.2,2,0.5,1,98,"[True, True, True]",203
0.06635811658406798,137,0.1118922233581543,5,1.0,5,0.2,2,0.5,1,12471,"[True, True, True]",157
0.1070805362089612,171,0.13597416877746582,5,1.0,5,0.2,2,0.5,1,41274,"[True, True, True]",191
0.0631345866166447,133,0.10889792442321777,5,1.0,5,0.2,2,0.5,1,5328,"[True, True, True]",153
0.10934144046784729,129,0.11180424690246582,5,1.0,5,0.2,2,0.5,1,1247,"[True, True, True]",149
0.03819404601247083,154,0.12413215637207031,5,1.0,5,0.2,2,0.5,1,125732,"[True, True, True]",174
0.1439475792075693,189,0.14991450309753418,5,1.0,5,0.2,2,0.5,1,31253,"[True, True, True]",209
0.06357179097948061,205,0.13363409042358398,5,1.0,5,0.2,2,1.0,2,42,"[True, True, True]",225
0.12614033582206657,164,0.10631370544433594,5,1.0,5,0.2,2,1.0,2,18,"[True, True, True]",184
0.07631991024402028,204,0.1278223991394043,5,1.0,5,0.2,2,1.0,2,2306406,"[True, True, True]",224
0.06278937572381167,184,0.1168370246887207,5,1.0,5,0.2,2,1.0,2,98,"[True, True, True]",204
0.15614384083995728,144,0.09491944313049316,5,1.0,5,0.2,2,1.0,2,12471,"[True, True, True]",164
0.03209111208823007,144,0.10126280784606934,5,1.0,5,0.2,2,1.0,2,41274,"[True, True, True]",164
0.09713901478758084,183,0.1158912181854248,5,1.0,5,0.2,2,1.0,2,5328,"[True, True, True]",203
0.1217436745481287,135,0.08916831016540527,5,1.0,5,0.2,2,1.0,2,1247,"[True, True, True]",155
